Majority protein IDs,Intensity MDAMB231 Biol. repl. 1,Intensity MDAMB231 Biol. repl. 2,Intensity MDAMB231 Biol. repl. 3,Intensity MDAMB231 Biol. repl. 4,Intensity LM2 Biol. repl. 1,Intensity LM2 Biol. repl. 2,Intensity LM2 Biol. repl. 3,Intensity LM2 Biol. repl. 4,Intensity BT549 Biol. repl. 1,Intensity BT549 Biol. repl. 2,Intensity BT549 Biol. repl. 3,Intensity BT549 Biol. repl. 4,Intensity Hs578T Biol. repl. 1,Intensity Hs578T Biol. repl. 2,Intensity Hs578T Biol. repl. 3,Intensity Hs578T Biol. repl. 4,Intensity HCC1419 Biol. repl. 1,Intensity HCC1419 Biol. repl. 2,Intensity HCC1419 Biol. repl. 3,Intensity HCC1419 Biol. repl. 4,Intensity HCC1954 Biol. repl. 1,Intensity HCC1954 Biol. repl. 2,Intensity HCC1954 Biol. repl. 3,Intensity HCC1954 Biol. repl. 4,Intensity JIMT1 Biol. repl. 1,Intensity JIMT1 Biol. repl. 2,Intensity JIMT1 Biol. repl. 3,Intensity JIMT1 Biol. repl. 4,Intensity SKBR3 Biol. repl. 1,Intensity SKBR3 Biol. repl. 2,Intensity SKBR3 Biol. repl. 3,Intensity SKBR3 Biol. repl. 4,Intensity MCF7 Biol. repl. 1,Intensity MCF7 Biol. repl. 2,Intensity MCF7 Biol. repl. 3,Intensity MCF7 Biol. repl. 4,Intensity MCF10A Biol. repl. 1,Intensity MCF10A Biol. repl. 2,Intensity MCF10A Biol. repl. 3,Intensity MCF10A Biol. repl. 4,ANOVA Significant
,MDAMB231,MDAMB231,MDAMB231,MDAMB231,LM2,LM2,LM2,LM2,BT549,BT549,BT549,BT549,Hs578T,Hs578T,Hs578T,Hs578T,HCC1419,HCC1419,HCC1419,HCC1419,HCC1954,HCC1954,HCC1954,HCC1954,JIMT1,JIMT1,JIMT1,JIMT1,SKBR3,SKBR3,SKBR3,SKBR3,MCF7,MCF7,MCF7,MCF7,MCF10A,MCF10A,MCF10A,MCF10A,
,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,MCF7,MCF7,MCF7,MCF7,MCF10A,MCF10A,MCF10A,MCF10A,
Q9BPZ3,-4.678001,-0.9273891,-0.3617401,-0.2000885,-0.5842152,-0.6490421,0.2873783,0.2091179,-4.624887,-4.115532,-2.813112,-5.327573,-4.432159,-4.48765,-2.509567,-5.711253,-3.137367,-3.107565,-2.729639,-2.474836,-3.591091,-4.753144,-6.092556,-3.175796,-4.759629,-1.919367,-4.560901,-2.891134,-5.707932,-6.343549,-6.070724,-4.588273,-2.390003,-4.210998,-3.226379,-3.640528,-4.86955,-5.691448,-4.680746,-5.962777,
Q9BPZ7,-4.55962,-4.821228,-4.764575,-3.92867,-4.585179,-3.341214,-6.416396,-5.480005,-5.708298,-4.749246,-6.58159,-4.605054,-4.614226,-5.563448,-6.043142,-4.538051,-0.3783627,-0.9506245,0.386097,-0.2009354,-4.82023,-3.457945,-1.616043,-5.225917,-3.911175,-3.329862,-4.254652,-4.528835,-0.4307022,-4.606168,-1.269653,-2.183224,-3.435959,-2.101685,-3.740437,-3.925248,-4.388561,-4.963862,-2.438822,-5.330642,+
Q9BQ69,-6.651111,-4.259141,-2.832281,-4.852282,-4.3873,-5.45958,-4.038012,-6.117497,-4.070151,-3.201667,-3.08261,-2.781413,-2.609161,-5.794348,-4.954578,-3.526871,-0.8921604,-0.3286972,-0.8157253,-1.959486,-2.419382,-2.467611,-2.43708,-4.900827,-3.56435,-3.162992,-6.616951,-4.152809,-0.06567192,-0.1749916,-0.9592285,-0.2422409,-2.452566,-3.761707,-2.748957,-5.434725,-5.606664,-3.615711,-6.099303,-4.034166,+
Q9BQ75,-3.759111,-3.724344,-5.619072,-4.873407,-3.89701,-3.986458,-4.539768,-6.010211,-3.549467,-4.301088,-4.104187,-4.869682,-5.747556,-4.357782,-5.66457,-4.54891,-4.548749,-4.80107,-4.779428,-3.848597,-4.646385,-3.786535,-4.275435,-4.997502,-2.850378,-2.896061,-3.090397,-3.302092,-5.091924,-3.979881,-5.37163,-4.349161,-4.669553,-3.667025,-3.738047,-4.743798,-5.025229,-4.254557,-5.095198,-4.429061,
Q9BQA1,-0.6769867,-0.9016647,-0.9782944,-0.7118759,-0.8612556,-1.564623,-1.510843,-0.6484432,-0.8730717,-0.297657,0.4751606,-4.176376,-1.311579,-0.08054352,-5.072099,-3.315884,-0.7653599,-0.606987,-1.325684,-0.6039581,-0.2472782,-3.192087,-2.765129,-2.828453,0.6616058,0.4399586,-0.4757214,0.387886,-0.4295387,0.388546,0.6696091,0.6425056,-0.02436447,0.7208271,0.9903412,0.1372967,-0.7671356,-0.4199467,-0.252634,-0.3002739,
Q9BQB6,-4.779514,-5.387933,-4.306484,-3.671667,-5.003646,-3.702754,-5.500363,-4.009373,-0.266201,0.2850838,0.1106834,0.06482506,-4.07203,-4.079368,-4.947625,-5.946061,-1.905413,-5.464573,-5.540839,-2.161968,-1.273512,-5.358418,-5.135807,-2.304516,-2.36047,-4.408185,-1.32185,-4.170828,-5.930098,-5.790798,-3.737606,-5.335051,-5.268148,-2.131752,-4.860341,-1.464275,-5.554574,-5.330862,0.5768986,-4.840337,
Q9BQE3,3.511694,3.02932,2.630713,3.263557,2.927998,2.4575,1.156818,2.730694,3.838602,2.66263,2.345165,3.802938,1.984388,1.579128,1.513739,1.247547,3.305407,2.598934,2.642958,3.025633,4.435463,4.184196,3.51865,3.751516,4.987144,4.143116,3.794209,4.551178,3.321064,1.837555,2.884069,2.485762,2.002029,1.27154,2.134468,1.396929,1.585508,2.147692,3.541746,3.692019,+
Q9BQE5,-3.46641,-3.341363,-1.605335,-4.161731,-5.50406,-4.53745,-4.575099,-4.721628,-4.30898,-4.50289,-3.896153,-3.654898,-0.6562233,-0.3659954,-0.119072,-0.3620892,-4.396299,-4.383019,-4.585196,-4.201717,-2.911987,-1.703814,-3.170691,-4.125481,-0.8215256,-0.6965847,-7.07984,-0.7387829,-4.930998,-4.635355,-3.601095,-5.487744,-5.182969,-4.147804,-3.865858,-2.848158,-3.122879,-3.473431,-2.836788,-4.255098,
Q9BQG0,-1.538691,-2.496273,-2.891245,-2.813797,-2.760338,-6.107508,-4.298244,-5.225717,-1.428146,-3.714823,-1.578148,-2.692713,-6.382872,-2.770872,-3.101875,-5.744955,-2.525578,-2.421154,-2.6922,-1.388006,-1.821636,-1.891865,-5.258574,-1.287376,-0.8607883,-0.5669804,-0.2489681,-0.171299,-4.021605,-5.450561,-2.913366,-6.026885,-0.102087,0.2659016,-0.1337547,-0.01352882,-4.702871,-3.355421,-0.9323521,-5.907066,
Q9BQI0,-5.462417,-4.373191,-5.34375,-5.031486,-4.043678,-4.393702,-5.347126,-2.141074,-4.51526,-4.453792,-4.416323,-3.580909,-3.710583,-3.825682,-5.609705,-3.109095,-2.640385,-3.006865,-3.357285,-2.72229,0.4484043,0.5724831,0.6555309,0.4103851,-2.939674,-4.178747,-4.956636,-2.377726,-0.2777958,0.02893257,-0.2366924,-0.4124336,-1.088213,-4.349681,-1.618759,-1.37355,-3.035108,-4.77513,-4.057427,-4.537016,+
Q9BQL6,2.129259,1.948851,0.203331,0.7923088,-4.457468,-3.617867,-3.682883,-4.460457,-5.348155,-4.486168,-3.519002,-5.145988,-3.048609,-5.005698,-1.494198,-4.873909,-5.25302,-4.175344,-3.155127,-3.242403,1.326134,1.147392,1.535492,-0.02993774,-0.4960098,-0.9994545,-0.6445484,-1.600298,-5.528981,-4.422462,-5.450513,-5.570301,-4.752665,-5.84903,-5.517148,-5.237649,-2.838137,-2.579231,-1.001736,-3.829208,
Q9BQS7,0.669445,0.4798851,0.1194954,0.3093357,-3.008894,-4.247577,-5.861992,-5.383924,-3.608635,-3.371005,-5.016028,-4.31171,-2.382257,-5.266181,-5.004439,-4.946838,-4.457671,-5.364416,-3.424858,-4.750077,-3.816578,-6.296463,-5.59862,-5.683935,-3.784639,-4.738758,-4.598174,-4.501667,-5.756012,-5.280918,-5.177083,-6.718984,-3.913337,-4.475711,-5.07552,-3.841753,-4.420155,-4.851991,-4.51921,-5.638861,
Q9BQS8,-3.319252,-5.798912,-3.712652,-5.079656,-5.008411,-3.506593,-3.720598,-5.273967,-3.814208,-4.648879,-4.176509,-5.5703,-5.234108,-1.668768,-1.964331,-2.048016,-3.335371,-4.768632,-2.821632,-4.193106,-6.120891,-4.634129,-3.223658,-3.445168,-5.834089,-3.785794,-5.063768,-3.933801,-4.553713,-6.725984,-4.560171,-4.50626,-4.134293,-5.538076,-5.768018,-4.414211,-3.729153,-4.460924,-4.51161,-1.908094,
Q9BR61,-4.186369,-4.910643,-5.475529,-4.152174,-3.031476,-5.386528,-6.152946,-5.208553,-5.033003,-3.806059,-3.74592,-5.454461,-5.997315,-3.884198,-4.423761,-3.786006,-4.718528,-4.965673,-4.856795,-5.293503,-3.983276,-5.312048,-3.620525,-4.713406,-5.105286,-5.50211,-7.91832,-3.73844,-4.156097,-5.529698,-4.977966,-5.918624,-3.515345,-2.961344,-2.75112,-2.653793,-4.847079,-4.915071,-5.499936,-5.103801,+
Q9BR76,1.622124,1.84643,1.784351,2.019657,-0.4977303,-0.0678463,0.5091705,0.639595,-0.5105553,-2.333256,-1.217009,-3.617697,-1.45937,-2.983614,-3.112532,-1.206938,3.796041,3.61091,3.798559,3.564104,2.165155,1.315744,1.537409,1.102547,3.079193,1.213205,1.864506,2.867064,4.637796,3.993681,4.099749,4.150803,3.490152,2.981237,3.204439,3.498751,-0.04936218,-1.021788,1.137447,0.6514587,+
Q9BR77,-3.732588,-5.364495,-3.191965,-3.841284,-5.777866,-4.227249,-2.731443,-5.20288,2.125643,2.379559,2.370695,2.308615,-3.83433,-5.717325,-3.873958,-3.874733,-4.01443,-6.123857,-5.039505,-5.280015,-5.566082,-2.690332,-5.211228,-5.04598,-5.762958,-4.116803,-5.368708,-6.367426,-4.817705,-5.160658,-4.9761,-2.381308,-4.151818,-5.661141,-4.988947,-5.685165,-3.926066,-6.227566,-4.305182,-5.140213,
Q9BRA2,1.687366,1.35556,1.370071,1.399118,1.698738,2.073826,1.053761,1.837471,1.821451,0.9185047,1.026638,1.444983,0.0710125,0.2057266,-0.02107811,-0.2014599,0.1024532,1.069666,1.172888,0.7649002,2.253,2.53651,2.360682,2.376814,0.7406483,0.7804432,0.469614,0.6205349,1.939402,2.117847,1.959154,1.87956,0.1786404,1.670675,1.540047,0.05498886,1.837585,1.732122,0.5144749,0.4266949,
Q9BRF8,-4.459828,-3.040217,-3.124352,-4.852607,-4.409434,-3.576725,-4.207399,-5.356784,-2.657526,-4.211394,-4.080107,-4.243322,-3.389762,-4.205985,-5.159712,-5.509655,-1.88431,-0.4094086,-1.444229,-0.7158909,-4.88587,-3.29031,-1.355589,-1.667725,-2.309902,-2.184435,-4.145758,-1.788727,-1.299667,-1.721325,-2.628531,-1.455706,-5.257744,-4.092986,-4.830674,-3.90654,-1.365303,-2.236279,-2.249575,-4.503149,+
Q9BRG1,0.4538231,1.263199,0.5770931,1.027266,-0.1171837,0.305994,-0.006185532,0.2771282,-0.150053,-0.1117229,-0.7262783,0.02220154,-4.191334,-2.909403,-4.571492,-2.574884,1.041714,1.681433,1.303234,1.658535,-1.482674,-4.296041,-3.57084,-2.2768,-3.698,-2.578318,-2.742699,-2.463629,0.4000721,-1.015316,-0.8180046,-0.6390991,-5.376953,-4.564783,-3.696804,-4.479506,-4.107461,-6.056581,-5.718925,-3.262348,+
Q9BRK3,-3.154522,-2.828127,-3.32122,-5.290259,-4.38554,-5.353497,-3.347342,-5.556961,-4.201324,-4.50418,-5.046238,-3.460218,-0.3225651,-0.7379932,-2.995729,-4.358501,-5.813741,-4.798923,-2.694054,-4.533976,-4.029503,-5.107085,-5.403298,-3.928055,-3.766153,-6.020057,-5.106788,-5.060607,-5.487462,-5.887872,-5.303283,-2.990235,-4.348413,-4.286411,-3.124718,-3.673423,-4.617463,-3.761204,-5.16131,-5.071854,
Q9BRK5,-0.1405792,0.4689636,0.7004051,0.4186287,-1.630024,-2.463903,-3.123497,-1.62608,1.890747,2.063362,2.151114,2.262978,2.329494,2.791372,2.421177,2.647167,1.519596,1.588591,1.535498,1.616386,2.064291,2.562088,2.924339,2.496134,0.6076164,-0.02963448,-0.9860401,1.132212,1.356108,1.481394,1.798779,1.430246,1.822819,1.818354,2.582619,2.201591,1.941654,2.297276,2.724356,2.750612,
Q9BRP1,-5.301978,-2.603354,-3.754128,-2.339554,-5.189784,-4.469529,-4.482928,-4.065337,-4.137259,-4.5186,-3.50672,-3.064099,-4.200747,-4.335754,-4.991492,-4.615251,-5.107205,-5.646095,-4.816989,-4.972926,-2.67338,-1.915712,-4.089058,-4.56081,0.2181225,0.8078995,-0.3432655,-0.3559971,-3.177769,-3.173752,-3.919893,-5.061287,-4.359497,-5.393936,-5.953154,-4.63241,-4.825761,-5.881349,-3.759349,-5.245976,
Q9BRP4,-5.327771,-4.868927,-5.974314,-4.6598,-3.663352,-5.30402,-2.171845,-5.421003,-4.040491,-6.56729,-4.595973,-4.643316,-3.992963,-5.622027,-4.838309,-6.814168,-5.415792,-4.710471,-6.534532,-4.395727,-4.274708,-5.372666,-4.646314,-5.911575,-2.580847,-1.292206,-3.650488,-3.1451,-6.207674,-4.38891,-5.553207,-5.468944,-4.20306,-1.667953,-4.661819,-6.021356,-3.733907,-5.0539,-4.303275,-4.529165,
Q9BRP8,-4.76782,-4.171303,-4.038601,-4.062717,-3.758888,-4.25108,-2.91827,-3.915552,-4.025743,-3.739673,-4.101547,-5.157286,-4.495806,-4.124331,-5.637999,-5.762052,-4.856701,-4.797964,-4.143766,-4.7934,-5.283981,-4.696235,-6.533949,-4.49512,-5.961929,-4.412613,-4.17464,-5.379141,-4.858843,-4.762405,-4.359629,-4.214142,-3.120169,-3.291643,-3.190687,-3.062735,-4.659545,-5.870999,-4.041253,-4.806263,+
Q9BRQ6,-5.683551,-3.677496,-4.748721,-5.181536,-4.271203,-5.084084,-4.88742,-5.791317,-4.718488,-4.777232,-3.343428,-3.042835,-4.767846,-4.357011,-4.856935,-0.2519093,-0.6335297,-0.4907017,-0.7052174,-0.3788872,-0.4139786,-2.287294,-1.071875,-1.456091,-3.169468,0.9018364,-3.41901,-0.1979561,-2.797243,-4.705592,-2.526751,-6.43082,-2.224379,-5.213225,-5.180613,-3.685242,-0.7146492,-1.141052,-0.6336155,-0.5553436,+
Q9BRQ8,-2.364822,-2.516487,-3.090288,-5.22283,-4.10891,-2.935858,-4.547963,-5.57623,-3.672514,-4.376845,-4.285362,-4.604175,-4.501409,-5.33252,-4.898994,-5.09726,-5.203583,-4.695415,-6.834183,-4.530504,-5.276275,-4.573599,-4.743766,-5.434536,-5.743753,-5.514777,-5.962277,-3.737793,-4.54359,-5.589535,-4.229225,-5.740348,-5.13324,-6.387549,-4.148115,-2.698168,-4.09104,-5.73842,-4.45166,-4.898218,
Q9BRR6,-3.138789,-4.295588,-5.823488,-4.205585,-4.097577,-5.09053,-5.221856,-4.467039,-2.576199,-2.919212,-2.515734,-4.424532,-3.546865,-6.065123,-3.943241,-4.42285,-5.148547,-4.592496,-3.257161,-5.545687,-3.078539,-2.452719,-5.541447,-4.27629,-0.4142494,-0.8935356,-2.181623,-1.312878,-6.984859,-5.012132,-5.504618,-6.598785,-4.580118,-5.884223,-3.620174,-4.054003,-4.201853,-2.487082,-1.618948,-1.347462,
Q9BRT3,-1.288948,-1.904558,-1.623644,-1.220284,-2.970182,-3.066744,-5.532617,-5.340945,-2.456625,-3.684462,-2.582947,-2.814442,-3.571272,-2.625572,-2.986066,-3.775967,2.40641,3.590843,2.808777,3.142637,3.531551,3.537207,3.921688,3.710161,0.3116703,0.6066036,-0.06775856,0.3952217,1.802797,1.205872,1.444443,1.445026,-4.851513,-6.136249,-2.080568,-5.790426,-1.316736,-4.970085,-5.213995,-1.990723,+
Q9BRT6,-3.940368,-3.895136,-3.78578,-6.172893,-4.260061,-4.271789,-6.029662,-3.917176,-3.257032,-5.614167,-5.253557,-3.834354,-5.786386,-4.105696,-4.65233,-3.908015,-2.293478,-4.624384,-2.307007,-4.795495,-4.526458,-4.542458,-5.80703,-5.796359,-5.281385,-1.752373,-3.691902,-5.456136,-5.438496,-1.873007,-5.801628,-5.720844,-1.404385,-5.40817,-0.4505424,-0.4039898,-6.437113,-3.476927,-1.899622,-4.185619,
Q9BRT8;Q8IUF1;Q5RIA9;Q5JTY5;Q4V339;A6NM15,-4.921603,-4.24496,-3.303999,-3.623405,-4.382409,-5.547217,-5.280213,-5.003478,-0.8767109,-4.930709,-3.402515,-3.806012,-3.407259,-3.473457,-4.106492,-3.417923,-4.848123,-5.33598,-4.42497,-3.905232,-1.100161,-0.05287933,-0.1387806,-1.205172,-4.939843,-4.764451,-4.311738,-2.170242,-1.319756,-2.543571,-2.091387,-4.876797,0.4353409,-0.06129265,0.2644024,-2.221397,-2.577826,-3.776032,-3.429465,-4.883245,+
Q9BRU9,-4.426415,-2.485088,-1.822363,-1.602253,-5.987795,-3.395769,-4.869062,-4.861696,-2.806505,-2.658079,-3.159168,-3.209505,-5.369566,-5.139627,-4.276937,-4.332192,-2.182886,-2.401138,-1.904213,-1.827347,-0.5674744,-1.036627,-0.4459362,-1.063967,-4.275824,-3.960996,-4.540278,-2.395275,1.119663,-0.3407631,0.259407,-2.391026,-0.5006981,-0.9227524,-0.5307827,-0.2150402,-4.480398,-4.718704,-5.229256,-3.405404,+
Q9BRX2,-0.4890614,-0.2444286,0.4261169,-0.1100121,-1.008129,-0.3627853,-1.189711,-0.5460682,0.7133751,-0.002571106,0.07489777,-0.3006477,-4.221689,-1.79121,-2.288588,-2.029984,0.8419533,-0.124979,0.2349854,0.3926468,0.512991,0.394392,0.6624374,0.5199547,1.560259,0.9495487,-0.3819866,0.3898277,0.1589642,-1.170547,-1.426159,-0.8985519,-0.6658745,-1.804941,-0.4342918,-1.129128,-4.523321,-2.219261,-1.582136,-1.436813,+
Q9BRX8,-4.335677,-3.261873,-5.024018,-5.289685,-5.118796,-3.881639,-3.904315,-3.769246,-4.433993,-4.063611,-2.810282,-1.833702,-5.418856,-4.933573,-3.324802,-5.068273,-2.927534,-4.942999,-1.065922,-2.778593,2.123484,1.887711,2.080393,1.521681,-0.3002529,0.1887321,0.7002468,0.333107,1.421295,1.848825,1.939337,1.296637,0.9166241,0.8691692,0.0154171,1.226177,0.01882362,0.1147175,0.1913967,0.5176888,+
Q9BS26,0.8647404,0.8126678,1.37446,1.253492,-1.030317,-1.672535,-0.7877254,-1.078608,1.352776,1.729971,1.674957,2.00174,-0.8989811,-0.4814053,-1.892132,0.2997074,0.6703815,1.338322,1.087936,0.6347237,3.223747,3.314575,3.585564,3.149446,3.162073,2.891394,2.101879,3.047628,0.4998283,0.6845169,0.6233482,0.9183483,-0.2407341,1.029911,1.165354,0.8118763,2.869532,3.052393,3.304518,3.311666,+
Q9BS40,-4.047792,-5.638878,-3.998181,-4.039845,-2.084187,-1.774105,-1.916779,-4.255631,-3.41257,-4.577908,-4.543002,-4.09446,-3.935516,-6.413458,-4.980325,-5.320773,-3.956249,-4.362826,-4.045997,-5.847173,-5.588664,-4.147969,-5.129907,-5.970184,0.6093349,0.01676178,0.9048576,1.242229,0.7167568,1.078979,1.003757,0.763834,1.077944,1.060345,-0.1541367,0.7850056,-0.1744328,0.1161442,-0.3448887,0.202776,+
Q9BSD7,-5.952005,-3.334326,-4.539528,-3.047005,-3.459228,-4.809208,-4.402262,-5.737676,-0.0144043,-4.417354,-3.077394,-3.676302,-4.204302,-2.879513,-3.969666,-3.465274,-4.088472,-5.779378,-5.147257,-4.445801,-5.999052,-4.39882,-4.180635,-5.959635,-5.650348,-5.451366,-6.170202,-2.893575,-5.239963,-4.782643,-4.59062,-6.150399,-3.765688,-2.772757,-2.39937,-2.527729,-3.803791,-5.378884,-3.177362,-1.817558,+
Q9BSE2,-4.997781,-3.98613,-5.439779,-4.337671,-5.548479,-4.869727,-3.680307,-4.248674,-4.410447,-4.74918,-4.004515,-4.353036,-4.980507,-5.055149,-6.474627,-4.679558,-1.484262,-1.388535,-1.254774,-1.371807,-4.408854,-4.003537,-6.289658,-4.776328,-4.55566,-5.242274,-5.035335,-4.733651,-4.964876,-5.680219,-2.763683,-3.237282,-4.702588,-4.553096,-4.553435,-5.102955,-3.879514,-4.218981,-5.543485,-6.528647,
Q9BSH4,-4.393998,-4.940564,-4.780406,-3.789715,-5.68745,-4.440897,-4.376769,-4.459848,-1.177113,-2.171341,-2.087257,-3.25979,-4.061157,-5.523908,-4.164998,-4.387152,-0.2623711,0.06744576,-0.268177,-0.4105244,0.3824177,0.9733524,0.4216232,-0.3555069,-1.887438,-3.046173,-0.5502148,-0.8250999,-2.386135,-2.300341,-1.665207,-0.978756,-0.7219238,-0.4465752,0.03313446,0.414978,-0.05568886,-1.595375,-0.3346653,-0.1797638,+
Q9BSH5,-3.956851,-5.737019,-5.436485,-5.622183,-4.243612,-5.246987,-6.427054,-4.407873,-4.392688,-5.150045,-4.969414,-5.294893,-3.51615,-3.828395,-2.76805,-2.928531,-4.748103,-5.099965,-4.842556,-4.95579,-1.800091,-5.741342,-5.628799,-4.416207,-5.369355,-4.924817,-5.09725,-5.182802,-6.438281,-4.680225,-6.363683,-5.944148,-2.284264,-3.300131,-3.478251,-4.444494,-4.058953,-4.265981,-3.919185,-6.135622,
Q9BSJ2,-1.318291,-1.860025,-0.503191,-0.61199,-5.103891,-3.124456,-4.502216,-6.198544,-5.156584,-1.659748,-2.198795,-3.775684,-5.391213,-4.903389,-1.428122,-5.215237,3.50038,2.935974,3.017666,3.370092,-0.8631954,1.943153,1.730515,1.492176,-1.077265,-0.01636505,-4.973288,-6.216768,0.8783188,-0.9238262,1.193218,0.2110043,-1.996002,-1.820932,-1.688383,1.038544,-5.250731,-3.730644,-3.043852,-1.816629,+
Q9BSJ8,0.9689503,0.7558327,1.151026,0.9802723,-1.445847,-2.501453,-3.687313,-1.083515,1.349762,1.966148,2.053114,1.802324,-0.7448521,-0.0392971,-5.420964,-0.714613,2.138296,1.676472,1.5487,2.241106,1.604584,1.067709,0.5239391,0.7208729,0.8333893,0.3552322,0.3980083,0.4303684,-2.321169,-1.632465,-2.406664,-1.187994,-0.5877361,0.7075653,0.5327625,0.6394234,1.417988,0.7716217,2.60648,2.265766,
Q9BSK0,-5.270258,-4.325537,-2.74696,-3.610203,-5.28268,-4.025375,-4.381242,-4.946793,-3.593306,-1.036802,-2.525202,-1.331007,-3.125027,-3.12389,-5.336884,-5.233948,-4.001842,-5.406254,-5.546028,-4.392641,-4.442717,-5.328974,-3.953687,-7.196515,-5.901423,-4.940906,-4.582615,-5.368317,-5.165138,-5.926712,-4.340226,-6.86096,-5.773519,-3.588596,-5.018168,-6.588698,-1.865633,-4.346429,-1.840996,-5.710292,
Q9BSQ5,-2.19688,-1.921286,-0.8623066,-1.944458,-3.936659,-2.800945,-4.265749,-5.731647,-1.856592,0.3540745,-0.1038609,-1.38702,-4.107785,-5.291541,-0.0003528595,-0.4634457,-3.015483,0.1752396,-2.796703,-0.4933262,-0.8560448,-4.717857,-0.5977745,-0.4044056,-2.031008,-2.54212,-2.938431,-4.535835,-6.193133,-1.066538,-0.2627735,-0.8255272,-1.62435,-4.725723,-4.099888,-4.896045,1.14901,-1.107023,-2.204309,-1.009161,
Q9BSR8,-1.847771,-1.438145,-2.421759,-2.25004,-6.077544,-5.89317,-5.097421,-3.94083,-3.918371,-3.298161,-4.311597,-2.705357,-6.778069,-3.18322,-2.755439,-4.56424,-0.7396965,0.1338024,-0.5663605,0.441576,-2.454058,-1.226496,-1.634249,-1.364351,-3.755749,-2.679344,-2.82748,-3.462291,-3.724833,-3.034023,-3.301105,-2.267349,-5.837763,-4.726015,-5.803375,-3.915957,-5.873123,-6.068778,-5.304346,-4.203513,+
Q9BST9,-0.7081203,-0.7927399,-1.126873,-0.8834114,-5.435004,-6.962565,-4.897735,-1.886,-4.319214,-4.466611,-5.036441,-5.933139,-4.587933,-4.787919,-6.021162,-3.318967,-0.4532223,0.1254406,-0.6646519,-2.249994,-2.346813,-4.580702,-1.323126,-6.091055,-1.697752,-4.555888,-1.196852,0.2050648,1.802456,2.256203,1.136333,1.694399,0.7114277,0.07880783,1.005007,-0.5518799,-4.475544,-1.249678,-6.142801,-3.935031,+
Q9BT09,-5.287673,-5.638685,-4.895078,-5.426046,-4.797523,-5.422639,-4.442327,-4.496852,-4.054985,-3.972505,-3.801375,-2.402582,-5.560076,-4.333189,-3.989154,-5.862086,-5.921917,-2.896682,-3.587727,-5.623671,-2.301502,-2.875067,-5.867764,-5.559759,-5.066066,-4.41443,-7.055499,-5.253914,-3.370633,-4.463261,-2.268113,-5.865521,-3.470119,-2.32337,-2.739935,-6.140619,-1.872086,-2.173479,-1.744749,-4.411795,
Q9BT22,-4.98106,-4.919613,-1.306328,-4.212749,-5.676428,-5.459218,-6.39883,-4.829224,-3.240618,-5.179508,-1.73274,-3.150349,-3.759501,-5.157695,-4.118492,-4.013783,1.482132,-4.620264,0.9808941,-4.476324,-2.22761,-5.363596,-4.320881,-4.388227,-1.370811,-1.500925,-7.135234,-3.294772,-5.678183,-5.924285,-5.438483,-4.019453,-1.385056,-2.531384,-1.664217,-3.258673,-4.788333,-3.129023,-0.7451,-4.33737,
Q9BT25,-4.304036,-6.348494,-4.957757,-5.432467,-7.02915,-4.144608,-5.908498,-4.189371,-3.622119,-5.016051,-4.27992,-4.509063,-3.939217,-5.61482,-5.452345,-5.319987,-4.306855,-4.889792,-4.363677,-4.084935,-4.6884,-4.514491,-5.396098,-6.834141,-3.026586,-4.674852,-5.981648,-5.923584,-6.080997,-3.126793,-3.732649,-5.637378,-2.987919,-3.188599,-5.427766,-5.410288,-5.854252,-7.03882,-5.000462,-4.811708,
Q9BT67,-4.484823,-6.601493,-5.959183,-5.077287,-4.961747,-4.51662,-3.540394,-5.84645,-2.959175,-3.236898,-3.179562,-3.219175,-5.066634,-5.510002,-4.614084,-4.353641,-4.667301,-3.107607,-4.180356,-4.095321,-4.6341,-5.205467,-4.510058,-4.641414,-4.542418,-4.652652,-6.581048,-4.855147,-5.831865,-6.105565,-4.661344,-5.122842,-3.171127,-5.106859,-3.61328,-4.675928,-4.90902,-5.182981,-5.309936,-3.66872,
Q9BT78,1.290066,0.8713112,1.131857,0.8152561,-0.5388737,-1.474068,-1.044436,-0.2393856,0.1023026,-0.7716599,-0.221653,-1.159721,0.7384815,0.3635273,1.072828,0.311285,2.589743,2.536009,2.282293,2.410563,2.139545,2.119263,1.875788,1.093168,2.099018,1.978989,1.806433,2.120567,2.515169,1.904602,1.832493,1.849192,1.283762,0.3505192,0.9002037,-0.009740829,1.699553,2.176796,1.250298,2.236494,+
Q9BT88,-1.913454,-4.299366,-5.201787,-0.9101162,-4.579314,-4.517083,-3.781252,-4.620818,0.3199883,0.13867,0.3174,0.7884159,-5.093806,-4.893558,-5.969496,-3.70582,-4.939263,-3.798425,-4.533835,-5.239675,-4.894598,-5.538665,-5.104926,-5.479296,-6.086536,-5.833917,-5.532905,-4.52179,-5.674859,-4.893013,-5.889221,-5.914968,-2.800796,-4.784227,-5.007747,-3.789582,-5.637059,-4.651539,-4.310431,-3.206544,
