Majority protein IDs,Intensity MDAMB231 Biol. repl. 1,Intensity MDAMB231 Biol. repl. 2,Intensity MDAMB231 Biol. repl. 3,Intensity MDAMB231 Biol. repl. 4,Intensity LM2 Biol. repl. 1,Intensity LM2 Biol. repl. 2,Intensity LM2 Biol. repl. 3,Intensity LM2 Biol. repl. 4,Intensity BT549 Biol. repl. 1,Intensity BT549 Biol. repl. 2,Intensity BT549 Biol. repl. 3,Intensity BT549 Biol. repl. 4,Intensity Hs578T Biol. repl. 1,Intensity Hs578T Biol. repl. 2,Intensity Hs578T Biol. repl. 3,Intensity Hs578T Biol. repl. 4,Intensity HCC1419 Biol. repl. 1,Intensity HCC1419 Biol. repl. 2,Intensity HCC1419 Biol. repl. 3,Intensity HCC1419 Biol. repl. 4,Intensity HCC1954 Biol. repl. 1,Intensity HCC1954 Biol. repl. 2,Intensity HCC1954 Biol. repl. 3,Intensity HCC1954 Biol. repl. 4,Intensity JIMT1 Biol. repl. 1,Intensity JIMT1 Biol. repl. 2,Intensity JIMT1 Biol. repl. 3,Intensity JIMT1 Biol. repl. 4,Intensity SKBR3 Biol. repl. 1,Intensity SKBR3 Biol. repl. 2,Intensity SKBR3 Biol. repl. 3,Intensity SKBR3 Biol. repl. 4,Intensity MCF7 Biol. repl. 1,Intensity MCF7 Biol. repl. 2,Intensity MCF7 Biol. repl. 3,Intensity MCF7 Biol. repl. 4,Intensity MCF10A Biol. repl. 1,Intensity MCF10A Biol. repl. 2,Intensity MCF10A Biol. repl. 3,Intensity MCF10A Biol. repl. 4,ANOVA Significant
,MDAMB231,MDAMB231,MDAMB231,MDAMB231,LM2,LM2,LM2,LM2,BT549,BT549,BT549,BT549,Hs578T,Hs578T,Hs578T,Hs578T,HCC1419,HCC1419,HCC1419,HCC1419,HCC1954,HCC1954,HCC1954,HCC1954,JIMT1,JIMT1,JIMT1,JIMT1,SKBR3,SKBR3,SKBR3,SKBR3,MCF7,MCF7,MCF7,MCF7,MCF10A,MCF10A,MCF10A,MCF10A,
,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,TNBC,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,HER2,MCF7,MCF7,MCF7,MCF7,MCF10A,MCF10A,MCF10A,MCF10A,
O00264,-4.914583,-6.184241,-2.323847,-1.566893,-5.473915,-2.8754,-2.107563,-5.572147,-0.3029442,-0.00728035,-0.6181526,0.2778873,-4.584862,-2.212067,-1.633001,-1.718176,1.941778,2.423649,2.44651,2.133108,3.458462,2.116465,1.211794,2.371868,2.171385,2.318188,1.854752,3.267183,1.433479,-0.1464539,0.2739372,0.761446,-0.4913197,0.9878044,0.3918743,1.698988,0.6318607,1.114796,3.056118,0.7741146,+
O00267,-2.46414,-6.492421,-1.846811,-1.781384,-4.189435,-3.875136,-5.896364,-3.764169,-4.704206,-3.548807,-3.550635,-4.844816,-4.544296,-4.032671,-4.671951,-3.472269,-2.536695,-1.640923,-1.564638,-2.104959,-0.942337,-4.952022,-2.786465,-1.528811,1.264355,1.516951,0.5795155,1.135798,-0.9814415,-3.777084,-3.047215,-3.12995,-3.071481,-4.943853,-5.399764,-5.149738,-3.122097,-2.543262,-6.555086,-1.415659,+
O00273,-4.956668,-5.743505,-4.500254,-4.297994,-5.189832,-3.790074,-5.154712,-6.222748,-1.898046,-5.189676,-5.024416,-5.763092,-4.859767,-4.256698,-4.580054,-5.892392,-2.276693,-4.806457,-1.733252,-2.210024,-5.500568,-4.694271,-5.821619,-5.18508,-4.771711,-4.079466,-6.215137,-4.405473,-5.308034,-5.534581,-3.657867,-4.026842,-3.165218,-7.085101,-3.68662,-4.491668,-4.445868,-4.113586,-4.14811,-4.187249,
O00291,-4.294982,-4.585321,-5.158665,-4.033769,-3.820346,-5.633448,-5.077639,-6.469127,-5.473176,-3.973707,-4.155489,-5.333025,-5.767988,-5.045918,-6.486704,-3.586992,-4.433609,-5.290663,-4.081343,-3.31048,-3.445993,-2.820791,-3.062626,-2.870403,-4.782682,-5.735954,-5.111776,-4.420557,-6.205817,-6.121119,-4.878073,-5.575167,-4.042025,-6.162344,-4.800928,-4.838125,-4.150839,-5.147679,-4.07031,-4.413572,
O00299,4.796928,5.414186,6.066778,6.057615,5.185833,5.331547,5.107952,5.374363,4.474405,4.970356,5.207994,4.774221,4.48934,4.979057,5.113039,4.286829,5.506161,5.334837,5.568268,5.73011,6.897587,6.622044,6.434492,6.521492,5.35964,4.624794,5.036106,5.560827,6.14764,5.604731,5.73732,5.411196,4.908785,4.492985,4.307592,4.458941,4.726757,4.805258,4.775152,4.191811,+
O00303,1.207729,1.547253,0.122015,1.479624,0.3320618,-0.1223507,-0.2062988,0.1621075,0.7943821,0.2775917,0.3958683,0.3286839,1.470976,0.5081444,0.2578468,-0.8180046,1.329821,2.041466,2.141569,1.364254,1.572693,1.614899,1.93128,1.638531,3.452078,3.723331,3.053011,2.209755,1.791569,0.997036,1.667328,1.958942,0.6802769,1.526163,0.1077423,0.4224148,0.7545147,0.5845833,0.6992455,0.2089787,+
O00308,-0.5770035,-0.4541378,-0.5835934,-2.27494,-3.607259,-2.390772,-3.879919,-4.167057,-4.104386,-4.808365,-4.561937,-5.038978,-4.198459,-5.274392,-5.631563,-4.386073,-1.140919,-0.9424953,-1.920212,-1.461813,-1.906801,-3.868503,-6.26936,-4.876357,-4.817866,-4.232875,-5.808062,-4.593559,-1.9685,-5.211373,-1.248636,-4.581886,-6.371349,-3.248755,-6.08501,-4.854675,-5.632031,-4.093104,-4.849166,-5.397518,
O00330,-4.244063,-5.891261,-5.084966,-4.526514,-3.971503,-5.373235,-6.084561,-3.603588,-4.912393,-3.73525,-4.307475,-4.733757,-3.140355,-5.09217,-4.346703,-5.683372,-1.523308,-4.981679,-2.950741,-1.995398,-1.244637,-0.6356659,-0.6140785,-0.8035145,-5.857361,-3.885194,-6.801613,-2.412992,-3.331852,-2.834198,-0.7814083,-1.975706,-5.488635,-2.661465,-5.494198,-4.268933,-4.55914,-5.304709,0.6510124,-0.1991348,
O00339,1.180136,-5.029086,-2.793985,-0.8282681,1.510756,-1.335779,-1.391958,0.8570652,5.044003,5.720598,4.977736,5.431225,-4.798359,-5.068309,-4.641119,-4.615735,-5.673702,-3.480173,-3.433132,-1.979298,5.938082,5.872795,6.040731,6.072533,5.758551,5.956409,5.332054,5.437126,-4.720745,-4.440783,-5.877712,-2.496412,1.555353,2.463917,2.695126,1.95929,1.523521,2.253723,2.85813,3.118767,
O00391,-3.43029,-5.615443,-4.835939,-1.911989,-5.31775,-1.224333,-4.709845,-4.289157,-4.729867,-4.86411,-3.951519,-5.533564,-3.862174,-4.123032,-4.0658,-2.561634,0.02938652,-1.581844,-0.6104469,0.3086357,-1.532112,-4.184787,-5.615181,-5.079557,-1.54752,-0.09130669,-2.185186,-5.191406,-4.600801,-4.008288,-4.774498,-4.75185,-0.835989,-0.6672058,-1.33835,-4.457717,-3.963797,-4.490514,-3.660398,-5.610489,
O00400,-5.628039,-5.010665,-4.544907,-3.862942,-5.440086,-5.413764,-4.563632,-5.561178,-5.340778,-4.21547,-3.972936,-4.957156,-4.027098,-5.00822,-4.794773,-5.522552,-3.473681,-2.317526,-3.816305,-5.504622,-6.208824,-3.289543,-2.834265,-3.585817,-5.547687,-5.208195,-3.489542,-2.783571,-4.029206,-3.504715,-5.272446,-5.077033,-4.568315,-5.239795,-4.511374,-6.712633,-5.08285,-5.635502,-5.895594,-3.992546,
O00401,1.340441,1.516739,1.504957,1.435719,2.122625,2.161724,2.055155,1.947495,-0.8267879,-4.609682,-3.975592,-2.243456,-2.944235,-2.129116,-5.385472,-4.463406,0.1029263,-0.04826546,-1.698742,-0.8570614,-3.221134,-1.952927,-6.324287,-4.497674,-2.642235,-5.716875,-3.516161,-4.37674,0.6002426,0.8691483,-0.001556396,1.010899,-3.700218,-0.5471249,-3.551821,-5.835311,-5.104248,-2.937689,-3.587471,-4.610945,
O00410,0.9058495,1.828602,1.570335,1.724583,0.2895832,0.1667061,0.3551254,0.217617,2.12232,2.345823,1.963158,1.9548,-1.068935,-1.281002,-0.3153515,-0.661768,1.304287,1.296673,1.275095,1.301498,1.605745,2.056992,1.722113,1.331762,3.439484,3.845898,3.191631,2.921206,3.271885,2.417421,2.380804,2.479834,0.7083111,0.0790863,0.6331997,1.022871,1.269905,0.07762146,0.5122757,0.7369022,+
O00421,-2.495329,0.081604,-0.3439445,-0.01972771,0.6942844,0.6229458,0.8562756,0.7483349,-4.14866,-4.267457,-5.9182,-4.671101,-5.1129,-4.446033,-3.145727,-4.907739,-3.163141,-3.519081,-4.138702,-4.694067,-5.821697,-6.37258,-7.732323,-6.061623,-6.131451,-4.417927,-5.080952,-4.991779,-5.700233,-3.868303,-4.177629,-5.613551,-4.48409,-4.466645,-3.663878,-5.684765,-3.303246,-4.117842,-4.817354,-5.460051,+
O00422,-5.529915,-5.39928,-5.679303,-4.178614,-4.578304,-4.30693,-4.967788,-6.114256,-0.6874809,-2.321411,-3.452787,-5.496093,-2.444664,-3.041489,-3.451904,-4.459764,-2.791517,-6.069565,-4.972873,-4.733556,-3.190348,-0.8899403,-0.3698864,-1.467764,-0.7487698,-5.434038,-5.544807,0.2768898,-5.319724,-5.424849,-2.793941,-3.378876,-1.969978,-2.015282,-1.349239,-2.3592,-0.4362278,-1.725239,-2.020599,-0.2475872,
O00425,1.807146,1.913965,2.188574,1.898842,1.797213,1.877874,1.30307,1.420053,2.684904,-1.059544,-0.8285236,0.3895817,-3.753184,-3.237494,-4.097951,-5.159763,-1.721016,-7.43285,-1.57856,-4.2051,-6.216635,-7.774925,-5.10456,-4.443381,-1.293846,-3.651192,-0.2136173,-4.239241,-4.652706,-4.771187,-5.188331,-4.409049,-2.668644,-2.419693,-3.388491,-3.488796,1.515903,1.660322,2.050774,2.68325,+
O00429,0.9494667,0.7746372,1.050285,0.9966965,-0.973938,0.1537285,0.8386517,0.2821045,1.510975,1.62019,1.077919,1.303688,-0.4883347,-0.6117611,0.7690983,0.4529686,0.9238319,0.5444279,0.9871902,0.06018448,-0.33251,0.1911812,-0.6116581,-0.9743061,4.621075,4.49424,4.330664,4.376217,0.8083553,0.8214073,1.214895,1.491875,-2.165257,-1.678587,0.04545021,-0.3673763,1.707047,1.847366,1.174007,1.764147,
O00442,-4.333403,-1.279692,-2.940159,-4.099638,-4.94076,-4.480197,-5.961828,-5.00627,6.53191,7.069773,6.613911,6.23851,-2.273897,-4.397361,-5.336121,-3.36201,-1.027287,-0.9258003,0.009471893,-1.736261,-0.5223217,0.6710148,0.1959209,0.6241627,0.2773018,-1.689735,-1.204008,-0.8327885,-1.740156,-1.213144,-1.734638,-1.561396,-2.169371,-5.747545,-5.361467,-3.904887,-3.791475,-5.39953,-5.850358,-1.624384,
O00443,-3.454636,-2.676512,-3.657638,-3.209002,-5.272612,-4.125294,-4.082803,-4.69338,-5.799308,-4.551141,-3.539206,-4.51407,-5.040084,-5.267315,-4.705893,-4.799006,0.4856987,-0.9521065,-0.2843418,-0.3252773,-3.972017,-2.366592,-2.535549,-6.104221,-2.560148,-3.672812,-3.890011,-4.604303,-1.851749,-5.290094,-1.846062,-2.997618,-3.645483,-1.442238,-2.322168,-2.953249,-5.389988,-4.450094,-4.559569,-4.427564,+
O00458,-4.446669,-3.953186,-4.057522,-3.921253,-4.954296,-5.060945,-5.333362,-3.265027,-5.091747,-4.685793,-4.454851,-5.488898,-4.48035,-4.719179,-4.100554,-5.486253,-3.038505,-4.866523,-4.056983,-3.669219,-7.364829,-6.563677,-5.865683,-6.062113,-4.627726,-7.387316,-6.165734,-3.112486,-6.364683,-6.549911,-5.328115,-4.801361,-2.454468,-1.61215,-1.88973,-2.051886,-5.106992,-4.02133,-4.547243,-5.2005,+
O00459,-5.260807,-4.144203,-2.025255,-4.07943,-5.641166,-4.83205,-6.743123,-4.747242,-5.085566,-3.588032,-3.530226,-4.698685,-4.017087,-3.915716,-4.163383,-5.174711,1.713751,1.835646,1.598902,2.275747,-3.019175,-5.471674,-2.185555,-2.36573,-3.693672,-2.643557,-3.257275,-2.631126,-0.4114761,-1.47197,-1.931566,-1.619452,-1.930241,-2.110519,-2.050978,-3.085348,-5.734765,-5.439136,-4.998277,-4.595915,+
O00461,-3.626618,-1.5875,-3.723221,-3.899609,-5.040781,-4.629617,-4.060897,-6.101018,-5.314707,-2.082317,-4.637423,-4.259069,-0.2507858,2.46092,1.248034,0.1399899,-2.435219,-1.16732,-1.767687,-0.3512821,-0.9409294,-0.7935047,-1.467031,-2.098698,-4.518793,-1.903347,-1.943144,-0.6101494,-3.137915,-4.316792,-6.449317,-3.751872,-0.3012619,-0.695591,-0.888876,-4.720487,1.894753,0.8642139,-0.5683537,-0.2649059,
O00468,6.380159,5.605499,5.716827,5.797827,4.721899,4.905788,4.364096,4.880585,3.306097,2.965052,2.59902,2.535385,9.19891,8.753759,8.375183,8.290737,4.323689,4.434786,4.376755,4.637936,6.816036,5.566664,6.215178,5.972124,6.542149,7.286861,6.361429,5.77924,9.312153,9.170219,9.315487,9.753229,6.719978,7.090963,7.023581,6.749271,3.32696,4.255465,5.345884,5.537247,
O00469,-3.931266,-4.403304,-2.755487,-2.357845,-1.636593,-1.903654,-1.095186,-4.360698,-2.413115,-0.3515053,-0.4150219,0.1934032,1.652205,2.021147,2.441929,2.092207,-4.605339,-4.226535,-4.725745,-4.754986,0.9147053,0.772646,0.6065178,0.443922,0.8560047,-0.4138527,0.02481461,0.7188759,-4.796017,-5.579473,-5.352244,-4.709622,-5.07323,-5.531384,-2.553479,-2.64772,3.085096,2.996943,3.53602,3.362831,+
O00471,3.19762,3.506235,2.459452,2.651838,1.508898,2.220877,1.660589,1.645275,-4.15326,0.5666122,0.6358395,2.067387,3.686954,3.700615,3.700281,3.602665,2.39765,2.209942,2.322144,2.159496,1.257668,1.516495,1.822012,1.751135,-0.5871887,-1.745985,-0.06487274,0.5815277,0.9393082,0.8760643,0.7921257,0.9627991,0.0833931,-0.4222603,0.2201538,-0.07701683,1.792315,1.292828,1.225201,-4.050611,
O00479,-5.787522,-3.689249,0.7759991,-0.4769573,-6.108095,-6.327998,-5.339105,-4.742096,-5.070709,-5.067414,-4.515223,-4.777418,-3.762015,-3.736683,-1.002758,-3.495625,-5.695623,-4.358055,-5.138464,-4.750481,-2.824042,-6.990817,-2.856227,-4.115284,-3.73612,-5.611129,-6.19375,-4.8806,-5.112728,-4.648628,-5.572461,-4.5291,-1.331547,-1.557022,-5.509632,-3.518997,-4.257994,-4.40726,-4.13954,-6.489498,
O00483,-3.830014,-4.492781,-4.261479,-5.562982,-2.722736,-2.536278,-2.916182,-3.177229,-1.280182,-1.309404,-1.512918,-1.531096,-5.008599,-4.712565,-4.280167,-5.64077,-0.9529572,-0.3212509,-0.4309177,-0.3359089,-1.389105,-1.955179,-2.160484,-1.063547,-4.31833,-4.746631,-5.428504,-6.016428,-4.825594,-5.899279,-5.072457,-6.040315,-0.004663467,-3.506845,-3.747982,-0.01100159,-0.4782448,0.9886742,-4.903957,-0.2166214,
O00487,0.9681206,2.583954,2.459927,2.589922,-0.7547092,0.6987209,0.3892097,0.9334927,1.452324,0.5044918,0.4184246,-0.00541687,1.374264,1.407913,1.851362,1.697062,3.352835,2.807987,3.005445,2.853775,2.956366,2.706783,2.55578,2.227381,3.252527,3.722488,3.606834,2.572296,1.936447,0.9235687,1.826448,2.21809,2.210135,2.519327,1.840467,1.917543,2.235813,1.408525,1.741169,0.9822083,+
O00499,0.1109524,0.5799599,0.611517,1.120146,1.804945,1.517038,1.223642,1.630886,0.776226,1.569447,1.469643,0.7558022,-4.537899,-3.184348,-4.235319,-4.979371,-5.939097,-4.434546,-4.688942,-4.163592,-1.413797,-1.494081,-0.7989922,-2.165161,-0.5600777,-1.499998,-0.8948879,-1.601032,-1.212791,-2.747213,-3.887778,-3.354453,-2.505694,-4.581384,-4.60769,-4.305779,-3.871667,-4.888301,-5.3103,-5.687807,+
O00505,-2.491774,-2.603598,-0.2108326,0.01804924,-4.400464,-6.004798,-5.187397,-3.742707,0.3446999,-3.233625,0.3415508,-2.055281,-4.65684,-4.473736,-6.146504,-1.874403,-2.573183,-0.7752399,-4.518465,-4.002563,-0.8976097,-4.097671,-2.937922,-0.8494682,1.059265,0.5806389,0.8504696,-0.7004585,0.1839867,-0.07093048,-0.7029095,-0.6170006,0.8545246,0.02382278,-0.123436,0.4900265,-1.274481,-2.836014,-4.256199,-0.7962761,
O00506,-5.823413,-4.889395,-5.40584,-2.947155,-5.974319,-4.498139,-5.052487,-4.67294,-4.3427,-4.257172,-4.898351,-4.215423,-4.085495,-2.968643,-4.059481,-3.943644,-4.440058,-5.463359,-3.780891,-5.23333,-1.718239,-2.133564,-4.15377,-1.701199,-5.250956,-5.337308,-5.483506,-4.044712,-2.591944,-4.282232,-2.735014,-5.961042,-4.584445,-2.39768,-1.630417,-2.317942,-3.832705,-4.242683,-5.616702,-5.263007,
O00515,-2.344709,-3.803949,-6.625756,-4.245585,-5.43145,-2.998026,-4.113891,-2.210476,-4.577466,-4.729933,-3.822672,-5.050951,-3.478531,-3.191926,-5.476989,-3.317327,-5.425766,-4.793208,-4.081667,-5.008364,-3.390171,-4.532017,-3.632509,-5.858675,-1.896088,-2.374077,-5.285628,-2.314518,-5.66589,-4.379002,-4.069086,-3.268497,-5.41053,-4.654477,-2.814286,-4.829852,-5.27978,-4.881779,-3.171435,-3.597486,
O00541,-2.708445,-5.381271,-2.269306,-1.672371,-3.420099,-3.186105,-4.296173,-4.995846,-0.3095112,-2.275606,-1.905046,-1.24296,-1.798597,-4.874159,-1.503075,-2.009264,-5.667343,-2.533422,-4.027194,-5.330924,0.285244,-0.4849205,-0.4657326,-0.3968105,1.058573,1.186392,-1.941593,1.05245,0.8632317,0.5932446,0.9104156,1.383602,-4.091596,1.037064,0.9169445,0.001955032,-0.8974056,-1.031225,0.1864033,0.4532375,
O00560,8.174482,7.98711,7.955317,8.033102,8.532469,8.617353,8.441746,8.532711,8.75922,8.905161,8.991951,8.810776,7.815151,7.541494,7.814594,7.560871,7.046747,7.337955,7.101175,7.310194,6.43169,6.101973,6.444937,6.32428,6.245308,6.252209,6.164015,5.397251,7.559212,6.474846,7.724277,7.514124,6.253698,6.150368,6.500954,6.370592,5.1826,5.804537,5.187313,5.615849,+
O00562,-4.616948,-5.061186,-4.052643,-4.372533,-5.684718,-5.793257,-4.178068,-4.129729,1.018188,0.08182335,-0.1000481,-0.03790283,-4.698215,-2.817872,-5.037102,-4.096621,0.2573586,-0.04162407,-0.3818684,-0.08713722,-5.57211,-4.76167,-5.114757,-4.472415,-4.498767,-4.156025,-4.916962,-3.848801,-4.512951,-7.63724,-5.689399,-4.139086,-3.300961,-3.343128,-4.892491,-5.089346,-4.069836,-5.363563,-4.028022,-5.402328,
O00566,-3.049805,-3.552957,-5.231284,-5.752867,-5.349473,-5.498787,-4.169785,-6.806898,-2.457214,-5.562794,-4.760174,-3.49784,-3.747634,-3.724884,-5.159639,-4.991652,-4.243686,-4.078121,-4.360172,-6.064182,-3.463963,-3.837759,-3.749516,-4.166021,-3.606232,-4.60709,-6.371097,-3.103224,-3.812063,-3.66003,-3.218058,-2.903688,-3.812802,-3.245628,-2.571022,-3.121273,-3.131212,-4.477965,-5.369328,-2.914413,
O00567,1.45079,-0.5711021,0.7016659,0.5580616,-1.194118,-0.5415249,-0.9348907,-0.8184223,1.341599,0.7972603,0.5737476,0.6608982,-0.8486614,-0.07771301,-0.368763,-0.8526077,1.142292,2.064501,1.519722,1.499535,1.304844,1.544249,1.378391,1.62594,3.289225,3.442505,2.421194,3.900278,1.564148,-0.3727741,1.28599,1.742128,1.843306,2.416351,2.386017,2.507175,-1.116083,0.6312447,1.558399,1.585423,+
O00571;O15523,2.139856,2.785027,2.935078,2.915031,2.594603,2.422909,2.305042,2.921417,2.928583,1.916307,2.491531,2.619852,0.4803391,0.8138924,1.143085,0.9758434,3.302563,2.354265,2.934156,2.778742,3.808361,3.109831,3.062178,3.573572,3.020699,2.953051,2.980167,3.258987,2.788208,2.252993,2.19615,1.786188,3.045935,2.980417,2.270506,2.569035,1.111288,1.778372,2.687208,2.31776,
O00584,-4.444218,-4.302544,-2.609194,-1.893286,-4.379267,-4.329109,-3.466382,-5.785185,-4.018585,-4.663217,-6.3237,-2.902638,-4.954536,-4.749393,-4.824847,-4.865646,0.6886578,0.1359234,0.8041878,0.8755436,-3.181273,-4.158367,-4.328536,-3.714546,-2.88027,-6.083886,-2.939512,-1.887053,0.2242508,-0.5589237,0.2643795,-0.2711983,-2.342316,-3.120483,-2.091225,-1.68429,-3.915379,-4.16293,-3.157133,-5.145919,+
O00592,4.194471,4.553804,4.764997,4.638533,2.817047,3.559235,3.20577,3.521038,-5.47975,-5.400383,-2.905538,-4.783238,-4.02017,-4.861384,-4.056826,-5.324995,-1.115328,-1.197969,-0.9361305,-0.6970444,-3.361151,-4.59123,-5.516816,-4.251581,2.049139,0.07649612,-2.565289,2.649668,-4.976991,-5.469853,-4.726586,-5.054111,2.207769,2.133196,2.0308,1.407267,-1.454111,-3.412018,-1.744888,-5.039333,
O00622,6.013407,6.01104,6.092424,6.225134,6.654573,6.458227,6.056208,6.482059,3.456663,3.845472,3.685541,3.936272,4.425224,4.679873,4.776443,4.437906,2.234539,2.435291,2.632952,2.599682,3.7421,3.80588,3.870331,4.406393,5.426657,5.646103,4.933077,5.685909,6.34935,6.105782,6.650928,6.229456,3.813736,3.942062,3.673096,3.788239,0.6816025,1.474415,0.281765,1.022221,+
O00625,-4.176326,-3.505548,-4.769039,-3.998186,-5.026331,-4.958473,-4.282631,-4.599889,-5.331737,-5.270096,-4.621966,-5.40607,-3.797952,-5.813572,-5.619741,-3.177372,-1.155748,0.2323818,-1.19157,-0.21134,-5.949035,-5.985707,-3.879622,-3.127608,-4.66501,-3.383026,-4.04475,-2.830267,-3.315151,-7.091364,-4.160305,-3.734711,-5.240546,-4.959456,-3.571531,-5.43287,-2.499863,-2.027046,-4.586258,-4.988803,
O00629,0.561388,0.5724087,-0.1390877,1.061581,1.338697,1.018627,0.8278294,1.139141,1.476175,1.749001,1.780472,1.034624,1.295588,0.7663975,0.3331947,0.5835934,1.733826,1.937834,1.712225,1.103922,1.68487,1.451492,1.321692,1.403826,3.467258,2.843967,2.853914,3.183947,2.903938,2.572176,2.607433,2.231802,2.890419,2.598743,2.930965,2.68008,-0.5818195,0.199007,-1.503244,-0.6033459,+
O00634,-5.506153,-4.729583,-4.990384,-5.015786,-5.245441,-5.765968,-7.130981,-3.567509,-5.921275,-3.546783,-4.197813,-3.445168,-5.159823,-3.483103,-3.71803,-4.968448,-1.769173,-1.901192,-1.761431,-1.549896,-5.082181,-5.564856,-4.902966,-3.081094,-3.607694,-4.512218,-5.038718,-3.99461,-1.087475,-4.692722,-1.603689,-5.78449,-5.071741,-3.588242,-4.609255,-4.546465,-4.350561,-3.980609,-4.972935,-4.668841,
O00635,-4.702102,-4.545803,-3.285052,-5.440767,-4.19687,-4.470365,-2.269691,-2.244682,-3.509038,-5.451052,-4.53543,-4.955444,-3.674065,-5.818166,-6.044954,-5.224835,-5.729064,-4.243093,-5.420942,-4.89849,-3.273512,-3.54792,-4.615264,-5.073658,-2.051186,-1.845924,-1.797695,-1.552198,-5.808596,-4.908729,-5.592971,-5.339331,-3.240664,-5.876893,-3.971821,-5.676652,-4.583812,-3.463677,-3.502769,-4.685794,
O00743,1.551022,1.452753,1.112604,1.684784,0.5639191,0.1863918,0.7534904,-0.02558136,0.3037949,-0.476059,0.6233215,-0.5971394,-0.05923462,0.2310619,0.2570133,0.6329231,1.680313,1.364086,1.592093,1.395458,1.15732,2.65733,2.562855,2.542004,1.182547,-0.157486,-1.344944,2.080557,1.311434,1.419828,1.824781,1.183252,0.5277157,1.094479,1.229378,0.1459541,1.292763,1.404346,-2.217215,0.7270374,
O00748,-4.044501,-4.341732,-3.567518,-4.41849,-3.218734,-4.705172,-4.902321,-3.893224,-3.53096,-4.932319,-3.326281,-4.565629,-2.893675,-4.834536,-4.860048,-4.099559,-4.931258,-3.865751,-3.663587,-5.225764,-3.065443,-3.977415,-4.973402,-3.144091,-4.620486,-4.236177,-5.03722,-3.587198,-3.342787,-5.47646,-6.182701,-6.130912,-4.121439,-5.494741,-5.253648,-5.996765,2.749308,2.830048,2.533457,2.528658,+
O00754,-4.305895,-5.07376,-5.895201,-4.143223,-4.755443,-4.479586,-3.447779,-4.603153,-5.637267,-5.118767,-4.068987,-3.901539,-4.597924,-4.829283,-5.067628,-4.664923,-4.041314,-3.448372,-3.147888,-4.083445,-4.954149,-4.880675,-3.796487,-4.726215,-3.876304,-2.821247,-4.418286,-7.038437,-4.527461,-3.83635,-4.888187,-4.867282,-4.645487,-4.331823,-4.680244,-3.761542,-2.801226,-4.895301,-3.480919,-2.580963,
O00762,-0.2075253,-0.2683659,-0.4135971,-0.3545494,-0.04206085,-0.03033829,-0.3137627,-0.3596821,0.6019726,-0.6974831,1.028887,0.5771198,-0.9389687,-1.369625,-1.725563,-0.6487408,1.090216,0.7910557,0.8773746,1.151609,1.001955,0.8333206,1.315863,0.4830132,1.832985,-0.1295986,0.2190723,0.5654011,1.396727,0.7970486,0.683218,1.004259,0.000295639,-0.1423054,0.7963276,-2.021627,-4.488486,-5.310834,-5.327163,-4.648631,+
O00764,-0.8859272,0.3568001,1.057552,-0.01018524,-3.606589,-3.140123,-5.160814,-2.296545,0.04603004,0.7709026,-0.7608166,-0.04861641,-4.563948,-4.621127,-1.364985,-3.594615,-0.3117123,-1.20269,1.007265,0.01023102,0.7462234,1.242386,0.9195137,0.2095833,1.066628,0.4741497,0.005413055,0.2439423,2.003809,0.8978214,1.144131,1.177467,-2.278446,-3.767942,-5.578447,-4.373928,0.4015503,-0.3553352,-1.104645,0.9465179,+
O00767,-2.03824,-4.708592,-5.4522,-5.993266,-5.260466,-5.803276,-5.572602,-4.100881,-3.954117,-5.51801,-1.882561,-1.491272,-4.316544,-4.560147,-6.003442,-4.636925,1.179691,1.278498,1.212683,1.203909,-3.954728,-5.043267,-1.994005,-0.6457844,-4.083604,-2.879202,-5.416661,-5.052952,-6.422344,-5.356082,-5.107514,-4.189259,-3.043556,-6.182168,-1.415932,-0.5695457,-5.867513,-5.381753,-3.51704,-2.842763,
O14493,3.367905,4.040747,3.42367,-4.624815,-0.851368,-0.4643364,-0.5469437,-0.9461479,-4.840441,-4.279273,-4.538464,-3.944618,-4.08391,-5.85764,-5.374786,-4.984778,2.42115,2.157681,1.538763,2.430456,-4.370478,2.407742,3.002516,2.105606,-4.977472,-5.284653,-5.097727,-0.4827175,0.8971882,-0.1014557,1.110327,-0.3954372,1.857382,0.6640301,1.488611,-5.121661,-3.578674,-4.555944,-4.951718,-0.9834652,
O14494,-3.170916,-3.490116,-4.185188,-2.662481,-2.671421,-5.428966,-1.931372,-1.825731,-0.4201565,-1.296669,-0.8359509,-0.514225,-3.931042,-4.250752,-4.15708,-3.441006,-3.916361,-4.638773,-4.43955,-4.461666,-5.277544,-6.669929,-4.31162,-5.619555,-4.499416,-4.856815,-5.57507,-4.591466,-5.490827,-5.952621,-3.993464,-5.379454,-5.187062,-4.819495,-3.498221,-3.134227,-3.487005,-2.805218,-3.836668,-3.845901,+
